Flow_Duration,Tot_Fwd_Pkts,Tot_Bwd_Pkts,TotLen_Fwd_Pkts,TotLen_Bwd_Pkts,Fwd_Pkt_Len_Mean,Bwd_Pkt_Len_Mean,Flow_Byts_s,Flow_Pkts_s,Flow_IAT_Mean,Flow_IAT_Std,Fwd_IAT_Mean,Bwd_IAT_Mean,SYN_Flag_Cnt,ACK_Flag_Cnt,FIN_Flag_Cnt,RST_Flag_Cnt,Pkt_Len_Mean,Pkt_Len_Std,Down_Up_Ratio,Pkt_Size_Avg,Active_Mean,Idle_Mean,Init_Fwd_Win_Byts,Label
9420.622760991635,6,2,562.5809018002491,151.6566788844591,93.76348363337485,75.82833944222955,75735.99313494391,18003.711340858164,600.7979792104198,44.154364505136414,1133.8778545859125,372.0083739411943,12,0,0,2,84.7959115378022,56.155531504839075,0.1682497469800574,83.69088648595479,5075.1435434265895,6160.818797778706,176,DoS
78785.29608942983,23,1,11509.939606912087,477.0929233136259,500.43215682226463,477.0929233136259,150241.12358735467,300.8073063124169,35764.797924080325,36031.919317908156,72324.59205651894,45105.21639914801,0,0,2,0,488.7625400679452,195.97145449339695,1.3664909577963493,449.2580254879254,12930.927958009517,2078548.7665654684,54176,Normal
4737655.890488278,14,31,5652.807028512282,6670.85311883541,403.77193060802017,215.18881028501323,2600.6657651771043,9.496363745324231,65861.59562519129,11744.3349790217,61923.39860532877,47943.58159201055,0,39,1,1,309.4803704465167,248.64451528674283,1.0680756869907801,288.7822304553994,41771.919491921624,2747151.6277709743,43256,Normal
751.6384554201924,8,2,581.6391494788695,125.26716023486183,72.70489368485869,62.63358011743092,928138.9413612715,40698.5637477797,65.8143874669843,54.21830647684677,20.322249156661343,34.737380153958654,6,1,0,0,67.6692369011448,5.974051722377434,0.15501080328034478,65.20280445724393,3745.6926602378394,0.0,704,DDoS
13446.004641482998,10,3,1821.7215367148997,306.9494631884545,182.17215367148998,102.31648772948483,158194.87705443832,16792.10752312205,779.6285768156115,157.1173531690332,1040.7504516602821,313.20345342314243,8,2,0,0,142.2443207004874,27.937888984031666,0.3864256659496258,148.02249811802002,29035.619051019272,16904.677675540515,3348,DoS
8727.830378165967,4,1,457.19247814142784,24.592888025081958,114.29811953535696,24.592888025081958,55137.87122377563,41623.68715755896,30.46536032598526,0.0,189.86166620353708,0.0,7,1,0,1,69.44550378021945,27.963075002707228,0.09186848149140969,69.68406435543837,3482.77231769602,1714.2375612137462,880,DDoS
24317.229070762354,19,22,12835.971858581497,19500.978093456095,675.5774662411314,886.4080951570952,1277270.504669169,1619.450528547333,108465.972148167,13695.066252805915,51731.779906124255,48142.53498871646,1,5,0,1,780.9927806991134,231.56541561762205,1.2857768395581624,773.9870794646733,88966.24020524646,1839361.728731096,38162,Normal
6957.188235433414,5,1,491.5114723941352,19.731447453026238,98.30229447882704,19.731447453026238,73378.65758342872,4531.001424128059,0.0,9.714642977444836,74.26259473715652,93.5112923163372,9,1,0,0,59.016870965926636,18.92390096539572,0.1849048043201452,50.39250656807706,7411.836279176622,92.31067849782471,197,DDoS
1271.6712616458408,4,1,200.01030800756843,59.560872697481166,50.00257700189211,59.560872697481166,202525.55274721907,95039.02418212497,35.227618740419004,11.14147476250016,39.359031087730514,112.99876541687428,6,0,0,1,54.78172484968664,35.62820156134796,0.15322625056637462,53.85352588573813,11421.237850731672,2462.4130509191727,692,DDoS
15490.262640865887,16,2,1992.5392805834394,125.29453957790459,124.53370503646497,62.64726978895229,136632.12483753348,10093.558998863879,0.0,45.52399124078488,167.79962927186227,1167.4604153560012,11,0,1,3,93.59048741270863,41.937686131064936,0.3884991010978156,94.57473018362558,18728.534497401233,5509.189823464803,4079,DoS
